ESTIMATED_CO2_TOTAL_TONNES,OAG_SCHEDULE_FINGERPRINT,DEPCTRY,ARRCTRY,ELPTIM,STOPS,DISTANCE
15.173,6c323f6b6276db520f4e299db156e1e2d20465b634a6e7d4fc82d7fa3d75bcf3,IN,IN,210,0,837
19.503,d91ddadc2ed547885866f16fc603c7369a7f1cd10c9ab8f8020098f84f4df84d,IN,IN,305,0,1035
11.192,fb1e364ff42bb3bf485acd4265a8cd34ebe565d48f7fcc0daddff76451c3eb23,IN,IN,150,0,566
13.145,8d5dff413c96b859d651a9a115ce509647150affb46c68fc994505cfeaf6e7d6,IN,IN,210,0,685
11.105,b8b5367874336629d438927f6cca06e42e7e3b38f442073ede09ac2b4217e6f1,IN,IN,150,0,518
10.178,96882465c4d13d3bc35b985397e429e8286d008ea719b3fa4113da970724cb8a,IN,IN,205,0,642
9.21,00842f2753839380aae1a1b28845e23ed74636713daa268f6c909464f0d87f51,IN,IN,140,0,566
5.983,82ac14422faa9c93c87cae055d2979ad0fcf5e8c46018220fe7697a99de344e7,IN,IN,110,0,322
11.796,0d9e29255526d6248fbcf57f4442fbfd393f42af4bc0414b47b3c56dd1468f8d,IN,IN,230,0,860
5.908,bcb263824ee83e484ceb7141f35b0566dfd3edefa0468fa806761ff0bab8b4d8,IN,IN,110,0,315
7.35,7777354c84cf970b54246219abe6b1294d9103dc4c4dbb11c3b129e5c43c61ba,IN,IN,105,0,315
8.751,1bac8a091ddb6bbdc346ce3e635c03b1ee6fbdbbbb4f28de5a7dcfe43a5874aa,IN,IN,115,0,321
4.454,1ed692b59d553df6a683c292bcaa8f5f4797885b51655bb8818bba68d3da965e,IN,IN,105,0,190
18.468,96ac7831b21cd381f0ef5fbd212ddb9265b40434c347bc4f6c01c6e4b4439357,IN,IN,230,0,935
11.855,be07487fdd8f458954d2fd3d34357ddcea81aaa9d24940a04949f9852a1bd852,IN,IN,220,0,855
7.897,2f51fdef6e8b46a66b7098b52c05195aa16078ac58037ecdd20902cff12c407d,IN,IN,130,0,526
9.61,cd62e4ab86e5ff85de8844d002e4ba09f4f725052b087e906ac73681ec53f97a,IN,IN,145,0,444
4.459,68976a1199287970a877083b640fb8d3a835930b8d1a9cb14105cf26c495a348,IN,IN,100,0,167
17.807,18829ab4454a92abfdf45d863caea0e8f9c043c32aae622f19d59626f919b4cb,IN,IN,235,0,1019
11.277,ae7fef1a92eb45378050282ae4705ef0aca7ebc6f54debda7eef8947c8293dc7,IN,IN,210,0,771
16.461,f256ecc34ed53456a75e767c168d8de59383fda67c96db2f2320ff1021063c3b,IN,IN,225,0,961
6.108,e43f12971041579b3151f20253d797cfc23e2e6f18d67445cfa0d19bb895c5de,IN,IN,125,0,330
8.688,f58849513fea6c047cbff6ddf295675ab4f52cb1f429678d4fd7126fe5bdabc0,IN,IN,130,0,444
8.658,2fbf054ec423c980a4cc96d0fc9df0edd845d1bf8d21874f9ecb61b914cb22f6,IN,IN,140,0,568
7.845,97f7f4bf1e1e747c36d22fca8605b8f64051fdb54bf5e5e65b482f6ae20a3ac1,IN,IN,135,0,512
4.907,af99096902e63831481c16d2c3cee121054cf2aec3a451ac11d79a4d9c93eda7,IN,IN,100,0,180
2.437,74f827a71fe8aa9cfa1c661ac9990b4b50e7e3132e75ae3ca9fcf00c551f8f4e,IN,IN,120,0,236
3.142,db8aa2af72ac2f8952f897ef73f371388e0e2d47c5019eb7e0248d81391764cf,IN,IN,145,0,356
2.357,80117f753196c551040745b49b494680e6fad4e22e51b739539157d89a458f3c,IN,IN,110,0,228
3.342,1dd40b683f5497ce30154006bfceb6f2232ac5b99963987cd446e458b0aac79b,IN,IN,155,0,385
3.644,86543977399a8455855e76db2c58083d9fab970ebbb9d8a359d90dd41041bdde,IN,IN,215,0,408
1.815,99e4b50501e97ee63b38f21bd76046b08b7f054d94258269c89c958feff0e096,IN,IN,100,0,164
2.499,83196d4fa300dfc89b32b7c58ff1bed124d94cebe4f16794269b5202e9b65c85,IN,IN,125,0,260
2.512,ea68e87664fa009f383f8fee57a045c6f81ff161542cb4ab5b144319190e9eb8,IN,IN,125,0,237
3.046,27d2d7c24d90cda2fdc9f86e36634b115483abffb26c98d1dc7ff43f86560418,IN,IN,135,0,331
2.512,c55c0e9c1afbd241aaecba454fb4a4f1c2d7f05d8a70ade61e0a9829e5e9e074,IN,IN,125,0,237
23.641,51e6ec287ffafc55bc2b749b07c2c3ee3d102f1f5e9feb1f05864e24a9727b17,SA,IN,425,0,2136
2.092,4cab3c4b426d95817a50cffacde3bbe0c2ee535336075e2a64d313bc76561965,IN,IN,115,0,203
1.723,f46b82fc7a1b6659820432a25d219edae73ce80580ea1cd579a03b2ef51879d0,IN,IN,55,0,101
8.65,2c3b0bbe106e35232a210e7c7daa69dce47ad3823634caf79fecb5a35a07dafa,IN,IN,130,0,612
9.884,4222f1d88b647816690b72725311eadc1e7e1f518c17413c42f9ea750045f944,IN,IN,200,0,684
32.156,6b84ee1a761b6f47fce8bb0c299ebe8cbcb95165479fff90d6c2d8622390ccc4,IN,SA,500,0,2005
8.353,de9f6f650cab525a0482d3d88bf09f79c84361539ffaa43702df7dc2e050873a,IN,IN,120,0,365
7.897,236a9fd54cb0a4391499b2071349f9453c284ee07771b771438bfdbf46b17a74,IN,IN,135,0,526
5.098,f7d834066a9256e4f617654ad2643c7a94dd3309555f31b930f5f5edd93d402c,IL,IL,55,0,158
15.857,33e9f684202e7f51a7501c3f6266b448924de314ed6984a5a889152c5045a196,IL,GR,210,0,742
14.1,4e6b749b10258e04e30881493c6c2356ec8a2cd9d94b4eccd63bdfff37ba1a91,GR,IL,200,0,742
15.857,19cdde20445e8462f6e139ac76b8c22dd68c6a73846470ce15d62eb35ec0c0ed,IL,GR,215,0,742
0.937,2379097e27a57d31d157fff7654acc1dbc06439e706cbb5b267aa82911001f5b,DK,DK,40,0,121
12.596,9de31bc29ab17ab715c9f1384ee908337faea5d849c4a05ce3845723aa538f02,JP,JP,200,0,543
6.895,9980a5152c8a94e446552d47e8194324810160da74247d113e43bcad48df282a,JP,JP,100,0,246
10.934,df0271295447f2eb7a868f8c843fb76dbfe2ccdec8e47cd384bf383429590555,JP,JP,130,0,542
3.407,0097133d347ef86b9841c14b5260a1aa97085c110a88251cff887fc7a9950c1d,RU,RU,125,0,274
8.325,9ddb2ff9871d9055259613fb3f17136907c33af2ab1bb677ed54d9b8a6f8cf55,KR,KR,110,0,280
10.848,68cbcbc33f7c369daab421a077a00bb2a1e43ad0fa011800394dfe3f8fa63671,KR,JP,120,0,361
13.444,72bdabcc95b9d53bf8fedff06958f86e6210e485b50142bd2f1069a548d4bfd5,KR,JP,150,0,535
25.064,60c62cdc2908a4b11ab5d9adda5b896348655da0fd79a82551f1e8f9da074a08,HK,KR,330,0,1286
31.166,4085b6f20959fd50bc7498874a6d20380a5e0c3215ce123b99aebdf9b46717e5,PH,KR,410,0,1746
37.919,4eb8c71dbf5d40aa8dac13b7ef983f90276621085882dc9ec5533d19056cbc9f,MY,KR,510,0,2275
37.981,db9ad114ed316bd19adf8d581d3ae107317266c39934d6c0682b41ef273d3c0a,KR,MY,520,0,2181
32.583,5a0444c47055085e3c8b683180b3dfdb5744caee98ccc98a8ee4ef5275179844,KR,GU,420,0,2005
5.272,f3778ef77af3f9c3b038b89b482c6cd9e7ff509e3ec152327e90b5c7cd8c0d8f,KR,KR,50,0,102
45.725,153bf62e8cd49a6192ce4c0e67ddc2d8a1871ef5313a5c344b2aace6d2e60900,SG,KR,640,0,2834
15.934,1103949486cd51075425360f997618b65e275e14a67715646657d6ddba40845f,CN,KR,220,0,696
8.023,10bed8492ac9c9c2b5f552e1293b53915c88d35dc6d1cad936dce4fe76a7e6b2,UG,KE,115,0,324
10.632,9069cb19801bf6f0bbbeb2dbda5f69e7e6f924a55b39437942242081f5144e1b,JP,JP,130,0,495
7.998,35c6117353b14807e641763dbfcd8b15a897306a28c27280a6dd1733914ed32c,JP,JP,115,0,268
11.49,11d6749c4a4816fb536b6e0adb679ebfcdc52366f0cbb30cd152cc80f52c0580,JP,JP,135,0,548
11.462,709fac1ca1979c210de3329560b55fb56c61d795fbf3aa46d16d5dc69d577261,JP,JP,155,0,510
1.158,2c8042b02fc50ad7cc1f6f3966dae62324ffb525a0fd7e242fb48faad35f0c43,US,US,50,0,117
277.571,f61a75effb3e00afcf3843562215ce9545db7779a98a6b3e66e8d48d9402b654,HK,AZ,900,0,3883
374.056,88046251cb146e4987323b04d48464c3a78c8b97dae879bcb0c90ca5c53f5fd5,US,AZ,1200,0,6162
87.632,99e7ded2972c5f21d3c62bf9ad5712b6f9cd4092440c37cb389098bab3702717,AZ,KZ,300,0,1396
30.054,5835238179095a49b1761cdf7502cf806f69823ed18462bc7a73eb4d4a2fcc2c,ES,HU,445,0,2204
11.965,c630011a568e76e184cb696163bb43498ce638c2ef8c07bc3892aca054d1983f,RU,RU,320,0,1308
,37d98167ac9a87b327d5750d36987e6eeda83ddf494bc7cedd01bcf9ce9328d8,US,US,10,0,15
1.85,aa97a6ab76daece2e1d88065d61ac1038f7d32170329965d8113f2b3dbe0c5de,MM,MM,110,0,269
0.636,2f13a4d61fdabbd0007df1e131b42851b2fcb6d840b3e8b5e90a70f581a6498e,BQ,AW,45,0,121
0.379,379a1395a620a61929b1d129a788206bb34407b27cb86b5a369741fb8a92319e,AW,CW,30,0,74
12.501,532b6dd56edc8aac3519953ea30d6933e9812fc38ca14db8b4ad86d766617612,ID,ID,145,0,611
12.598,c58603db09e1dbb97c92b7f7ad87ba2a2d0923cae82929bcfb50a04a834c6c7b,ID,ID,150,0,611
8.886,6637b29ab649888fc1d5b9df998a00fe55d54de3da211ee527df348fa6b5f69b,IN,LK,120,0,402
0.069,d86d592f806f30fb2a842703e758f02b22210a6aa2b645094f566f8cfdcb2aa5,US,US,20,0,35
44.131,e9c862e75439b61782bfab6f011314066c0daededc9786bb22df221522540c49,AU,TL,620,0,2346
19.735,a7cf81a6510a0787459f003b98365eefb7e2f5d4265808c7bbc0b2c9236b3d36,CN,CN,300,0,921
15.264,ecceb5989a64bff91c37c593bf05f50662ed1ea04ceb673f0a0e100d090b06fc,CN,CN,220,0,815
15.872,9de5dd12665b36af7bed36715c63063f4a9026a9307230ce6eac221402e6c37c,CN,CN,215,0,814
14.748,8eb594398178ecf904a71255e7156f2fe6986dda301b465f5bf4997619bc430a,CN,CN,215,0,818
27.533,e525920e4fc30e2197d7ec95322284ab4348ca8fda3ca36a205af371edac171d,CN,CN,345,0,1187
23.89,2fd574b33938dd29c4903031d3035e7fa253fe81507d5d79066e7700e8d238ca,CN,CN,335,0,1195
9.853,ab96b77fa0184cb77aceb819dcaae80cfdc6b1f46aad07e67f11b0d7890ec1c5,CN,CN,130,0,371
8.232,ad16f4e341b43ca4a8e5499c3df5aa77e5edf11d81892f81372646cbea0c3690,CN,CN,120,0,279
14.083,2e8db5862f8c0759e8af4628465e338ac89de723550e26a6185d74986810ff4e,CN,CN,210,0,627
28.294,a9e83f7fd2e59d4d1186024213fa6ae62ef036b4e915f60b63aae237b3bf9902,CN,CN,410,0,1545
15.332,021d4f8aa68f56f59d9bba8ee4c400277c91e59fbc318e28485ccbac3aa623a3,MY,MM,245,0,1049
18.436,06358fb7b8cbda5c572061ca661681216c5af99bb4ac45b7fe8af5896496c546,MY,MY,240,0,1012
18.634,70bed27abac5b189c76de23fba392f7f7b005d7eb483b16a0a8e02c6a8fa83c7,MY,MY,240,0,1012
153.465,8308788df20fd7bf30f7f8339ee1ab502b510559a9cd6d0f3facb3f8037b4939,AU,MY,815,0,3924
0.763,0424675ab01ac32a620d37d99a146174e9b59eee58158e5fabac6daeea7363aa,TZ,TZ,130,0,306
0.39,3c5bde056bcca9775f268e1da232502f95e14081883d555f3bdefe2cbf215504,US,US,110,0,157
0.089,8985f91cb06ad23c43ae77ad28ccb368f04789669dfd5fb14ee878ea45a570a2,US,US,35,0,79
0.108,f9def04b3e84964479a93aa7c7819d6d894907503102fe086a6630c7ed6e1157,US,US,25,0,43
0.369,3dd4934b8608ba2cb0b04e02e8e9b0270f18aed48870cec9bda6c8be23ce1ed7,US,US,103,0,179
15.825,004d44e5abb8cf4dc150c40d1b574727fa2f997abfd70e44c28493897794a19f,SR,VE,210,0,930
15.257,f7cfb4aab57ed3c481468d98a4003de27848d23fff76492b3465a03fbd56e9a3,VE,SR,210,0,930
,1a8f9511ee82641a2346ce6e0e46d7523cefd85cea10eb60f06c2d39305b2635,GB,GB,45,0,22
,6e3a06b39f5c65b1300d723572a8cc3ae43820a162ae3dc428b1146b5ba7e0ba,GB,GB,34,0,20
,43aa9ffbcb63ec86f81d39014e9d48765696b7a66de1c63ea544cdaab9b6316c,CH,CH,112,0,62
,2db62685b03c4cd73ed87e505ffdcf572667afe8dfba984bfcf99f85469567da,CH,CH,106,0,40
,91f2298664d37200c89e6ea818031dcabceab95a5fb213e61b6413e7915bc413,CH,CH,106,0,40
,30c4bd6b03883a0132b7f66c19cd4915f3aacd054c628374857fd46ed25d8e94,CH,CH,52,0,31
,1052e77cb97183bfbaf2e1da7019da23bbb22de6e0a6fc2d6fa5eacd7ddee048,CH,CH,127,0,45
,1d6ddb0e48b06e646afa6f262e76763d0fcd9c3013306d06aeef3b4d8cd42b6d,CH,CH,100,0,39
,562a26d13150575e544c423755621d44331794d968e89a7e470947c89161e803,CH,CH,49,0,40
,9d3af4307672e58865b635cb1296fe111b4763fbc3ff01d8ba19372143e99474,GB,GB,440,0,175
,6df86f09c995cb8059826973c2575fc6be56927f20016a18749ba4ffca055c92,SE,SE,15,0,13
,3524d1fa01e56cba7912d9a37849fc4e7447a0bbf41f05ad2b3795ce3ce236ee,US,US,14,0,11
,31f45af0380c8f6b0b51a9cd7404333ca04531ee1dad66bf5aadfe2b26529093,US,US,20,0,6
,5e8d7d812b1b74f0f3d002642e9b883176377e658130f1224aee9d2fe169cdae,US,US,20,0,6
,f84bfe018d09a79727573f8cd701a9cf016fc951d9164e45b7dc2d6ef2e59603,ES,ES,230,0,312
,6d3d7936c03aa687fa55052b46b56bd48d9a60593fca667dce04925275265405,ES,ES,137,0,169
,19fdb7a951999d93850d29250697eff645fb4874c0d24d2b3f67f6c4a4463a89,ES,ES,159,0,184
,6f2a8143da326aca82316332d4f94f9bbdcdfac6479cb7472612b498ed1dacec,ES,ES,141,0,124
,9cc4162e6440d2d1698f0e3a40436a658681d68da3ae47e30b0e0cac3ca799ea,ES,ES,103,0,79
,b740fbed5657404fe19a672633e3e89be07ec11c252e37ed5ed318e392915f98,ES,ES,15,0,6
,d78d9fc4d87ad96a25e150ce540624bb411b62ebaf69b50f3c3fb5614d8e69a1,ES,ES,27,0,37
,7a94129b70b983c4682ca46b12d6fb6c1c8584b0f14abfc1bca6c909fb4d2398,GB,GB,14,0,11
,e988fd7d8fcd2e40efe080638ab0b5f74c7eb9bb65c2c8383c9fb38934245dc7,GB,GB,138,0,40
,691d3431d5d2edeabf8950628a425df278e8d49438ac55fc80a9ad8eb8b0f802,GB,GB,27,0,34
,103d9a15a4e38e520773a47a7440567514a158cc028678d1097fa3570bb80e6a,GB,GB,25,0,28
,5aae381e1f1764e1ffcecc4e95eee76194cfee6e5b24a9e8f49c23c7e13c0146,GB,GB,25,0,28
,9214f45c79b995f7f1e8a209b0dfd38aec6c0217a6d277d736bec465d34dc79f,GB,GB,20,0,13
,7d2654b18626bbc0492d323db7829d6937ea7f93eab1f7458d6063b4fb323c4e,GB,GB,20,0,13
,b66c51ce42faaeb40a7893a2470193a4363a148bfdf74b864b20c817234dfb87,GB,GB,20,0,13
,ea8cced3eb8a2688e704fe4a33d32c9fbaac878370e42af90c478fa1d496fc7b,GB,GB,45,0,28
,db904ee8002fb43b6fc16ca792fdeedcaf22afe24cfc8594e78119d849867c3f,GB,GB,31,0,24
,d4f0532cf75d24ce5ce15ca791d900f2466dcb187c69a7f669f19539e531812b,GB,GB,23,0,34
,5a3168fddc2da916148a500e08346df155db2637fc2ec4e35c51940763f1d09d,GB,GB,140,0,44
,ceeec196f71cc627f347221bcb8f6c0e610162681ad57bdb6606adbfa551a81f,GB,GB,38,0,28
,70995518b7cd03cede9c9a09f59cc8e83ce2a7c8e629860829fc9492fbad2ada,GB,GB,13,0,8
,ccc3cedec9b2d440b55a49449d66bd1752665ae82977af6fe2073a7a8cba7d6f,GB,GB,15,0,21
,b0dafdb3c72005e6112176f9f81a2cd46ec374a6b14c983095e1a81d22d76dd7,GB,GB,4,0,27
,51e8ef3c93570072a6bdc1fc1e8798fb0892ef0dff8d9ae4d828da4aba709330,GB,GB,45,0,8
,81f60390560d2166c03148a9d5238942f89921082d064da40c6677c03621d0dd,GB,GB,127,0,86
,71369efc9f16c78fbc51123bf6a010486c47aad55c118cf865c59cfbfddc7d54,GB,GB,234,0,207
,e8769ab7b4c120667e54b2e7130d2a023d060442f609fd7a4828f83c85bc1653,GB,GB,212,0,160
,99fb1c18c6e16da588b31f14bf19bca766ebe52cb93fa67c1b3962d93d960ddf,GB,GB,44,0,8
,7189ed1c779552ccf27bbfdf4e83b648a79a84d4e7eeb21aea9401719bc903c0,GB,GB,13,0,18
,ebeb2025af07e59f87814f30c4567d535614da9e3725c1812e132e4227a1b731,GB,GB,121,0,52
,e2df2d80583cbd6f3a91ac5151441645c9f714d725044b435f6e9ce4803e47bb,IT,IT,13,0,4
,1d0da9a235c0648be944552d06ca8ccf02db9ffc189586e1cbbd9af6bcd92e99,IT,IT,137,0,144
,a0fda4422dd9234c0568b6da858c09ce7f0994e66fe99b4b3bb696ad4f15e18b,GB,GB,45,0,21
,71e6ebfdadca4791f3d315df52fdd52505604f13a20d7faafaca3ce4aca6d020,IT,IT,38,0,51
,cafcbbf04044ed58f2e530ea49ba2ebb41e9b8ef8ffabbcdc778983357c83294,IT,IT,10,0,2
,e1b3a213150ca7ee344a75e62286a918d1ca9d58d8de800bbc9226a0df99dc74,GB,GB,135,0,26
,d59b5b3939130dbd609abeb9ebdb504e98952af69de505afd1dd1993961f71e9,IT,IT,203,0,189
,7079ec67ee07672260eb30b84f35b49774eefbfc0f0d5be1a1b55a3183f872fc,IT,IT,32,0,15
,058b95b4f75b15b9e5e51f826aad7da3dce825ac425bf89b40c97e5dc161570f,IT,IT,22,0,37
,ce94ff97b832ef87ce403a9f5efa1aab3198bba15b1696916eac582914897767,IT,IT,101,0,72
,08dc708faec2a456090502ae9da4b7ce8169cd1989995e0453582417d69b7395,IT,IT,32,0,15
,be9d307c6994d95e10d380144b7c4bb07a17bead673b9673c2797d1c8a84e3da,GB,GB,215,0,75
,04f130e1e71a321372850ad3126754c5368e2655a90c6d6739a4665550a5693e,GB,GB,55,0,23
,dfade35eb9009693239103570420191fa03a5b4a97dd4f14bf16d9879eaa966e,CZ,CZ,233,0,114
,9d44f62da499a84edbed6bd9286442f63b18738d76c0b6397bc00f597c8af229,CZ,AT,127,0,70
,6676dd38f69af16b0e59b0315f56975068398b6bfcc1cb7c2e7e897fabb16075,HU,AT,118,0,68
,f7917a528554512a78a8c479efd771e652b5ff06ac54f48d72459938cd24f580,AT,AT,355,0,145
,018cd19bfacba7d70d9eccf6d0be1190e30f1ac7e8c5ee3f6a3c57fdc91586d1,AT,CZ,253,0,143
,52c8954d7256cc6e09271a066e7e2419da32b8b9f81a13e96ff4b31af7f95024,GB,GB,130,0,44
,399f9d3f2651e0fedb465ce7d8a848682dfb2ae4719a39e658b9aadeb0a304b0,AT,AT,348,0,145
,328d27be63071cc58d7a5e8b5c58123cd8ce67abe7e622636ea5f3e367ecb30e,AT,AT,235,0,89
,9ffc173be08742f6b39481d0c3cff8a5ea5f7df2ea970afedd8f9e393e7a3538,AT,CZ,253,0,143
,757271582a0621c80f45ce5c62c23716952cf87ec624b51263cb27aaf9a4fc4d,GB,GB,310,0,119
10.898,034aa8cf2f50d265899cdeec6f369d73b6b8646132366991e094d26e7ff85f94,CN,CN,140,0,470
17.86,c0b2a812b0031b65a358fbaddcf7adf18a9a118f268402619d1e7bd6ddf9aef5,CN,CN,240,0,949
20.503,9de0f1bb14c873e1e91de98675abda4ed9bf292575f231e8a298b2a87cd760d0,JP,CN,300,0,866
11.883,4f2c469639fcd7bfdabdbe5b4f6eb801c8a5440ea313ee28352eefc546601552,CN,CN,210,0,472
10.886,0a2dc218f57c71e7fc65d3597aa4f6385d34165ff79aa06030847352a692f409,CN,CN,150,0,472
19.07,a35010500fab05141f85f58d80773c0303e6c90e07a2036da2a203c06c65f2b6,KH,CN,305,0,989
9.573,3df1f5f1422443870f1f8eb9d78b30a7fd55fcaac18ac4fddfb62de036094068,CN,CN,155,0,408
21.918,17affdf58144bda094524afd9632a00c5e289af9b643d2c2aa7800f991fef2f1,CN,CN,300,0,1001
14.798,e9d69269d8ba7c88428d91842f752e376f0c2a5b0714c5a6613139ae2fb8e853,CN,CN,225,0,684
10.307,6940e417aa3c3b43c46f762127b0fc42ce3311a5ee8925de04cfa422ea5fdbce,KR,CN,140,0,390
35.858,a42499163f5a801b1524c4ade251b9769acbd30ce6193aced4ba24e9cd9ecef9,CN,TH,535,0,2196
15.608,7ac7a8aa33c1809ec510d70c25eb91b3d06d5bdbc0a4a11a33097ae7f8cb62ae,CN,CN,240,0,824
17.341,ac414bda43f7b63cf2836439da5acd2e962f3b5e9bed1215f0550f6e60187117,CN,CN,210,0,921
9.393,8abf778dc43c40f414fd3d28f2fe377cf2ffa845fb9c838d440fee94b3402594,CN,CN,145,0,458
10.8,21fe1e340aff44eae0ad68e3877e5d02ee0948c99c8b7c2a44c0fa81b904483d,CN,TW,205,0,421
16.506,3d2b11a450fe3ce83b80480440679b066e682e01b50f1c2bac447660136437d8,CN,CN,240,0,751
16.946,90f4ddf174812f4b0e6f23a2193300183fc35c365dc0997ab88813bebb1035b8,CN,CN,255,0,880
,e91d5310cad2a7a5fa65c797f344508dc728df69d5fb73ff157f1979fc473f79,FR,GB,218,0,213
,cda0bd4af115435e5bbbe95ee2714e759ae45aa0184a598cbff3cdb3996cacab,FR,GB,218,0,213
,779131c34c03691b584408f6c72c048c209c7dcbeaef9c1cf3b1ae60dda0e06c,BE,FR,37,0,64
,cd1fdb016839d1283cc3bd109b7f235fcde3e5799db7fd4321166552676b2fc5,BE,BE,33,0,22
,0e7d209adb9558bd176b8e959fcff94fcbbce6abab0f913ce2dd241b5df57a78,NL,NL,18,0,8
25.69,3235a90d2e5f3d42e0fabafd53c6f8c9ad97398db0ceaaa63aaf42af837c122c,CN,CN,345,0,1399
2.25,0b81b7bbce5a5860803e7df389e412008b0e40e72e6cbfe1d7a2138e935685cd,IN,IN,125,0,307
,d07f9fd2d1414f7be99f46904ab0c7e5baf7197d0579bbc62968c03809cb3f39,US,US,126,0,191
0.261,20f9c2b42b23d60c21129d76ed16630a542de4cfbeb86ee64e7c1528ca9d9b92,PR,PR,37,0,76
0.301,f81613d211b74ce02d977e5641e7b4ed1df171be6e3beff3188d47a4f1cf63c3,PR,VG,45,0,96
1.505,e437cb469d066cc5b6be2751badfcf9837748f0fb3a7608f809bbbc0b483011e,CA,CA,130,0,342
,3f4ce5f2c19036c3831fc9ebd68ff2123ad0a485d2274e8a3b97e55d1a050a5d,BZ,BZ,115,0,105
,5a021c00380230a68f9a19ead439ea7b259f520f7380f3c8e5a01176d88ebb49,BZ,BZ,13,0,34
33.949,47b1d0ea5fdbd4b50feb1d2914df8ccc46c3d109209eed868d1832600945ac59,PK,SA,450,0,1741
0.066,bf1fc1b12f22cad2e9c6216d9effd6fecf3e139ef7a8316e9a6c3ced14d7dc94,TC,TC,10,0,8
0.674,38a378fd55043eb29cdddfaf7c7d66a2deafdf599197b575a5ef31f7155bd097,CO,CO,45,0,89
2.111,f3782733ffc85d0fed57bfe774c2b9ef53cb5161064aca054f933d3d75683df3,CO,CO,109,0,144
1.114,7f5bf8433093d59adfbfd5e37f576ec00c721aa89a0604b2df3464414618e773,CO,CO,44,0,168
0.698,46a8ce2dea770c939165f0673df22c521cd0a74418b2ab7a4fdcd7462ff2d012,CO,CO,44,0,81
1.121,ada2c79bec9b2fdcdf373e1a6ed1d2aea1b53a8a513b1f483fa7aabb03a1bea3,CO,CO,119,0,197
0.919,8b0a4703970c77dbe148f8dab4f616e5212b1156f6c2d7d8b27c14c09d4e770f,CO,CO,107,0,224
0.793,647d8081c59a3ac311a499050fde37db5fa4f3f73a5215a4b9e2a088e8b40ded,CO,CO,100,0,224
0.618,cfbafa00e8e81eb808e1e521e0147b50e14d23a87b1b8ccf16c0f4dd403b5182,US,US,157,0,222
0.115,7e1c2462fa1e4cad4fcdcb1be0fba17033e3e82dc51827ae94bc53f58db03235,US,US,30,0,31
0.2,94c9a2a34c62c28b74fe7829ea0a65605c905769c86006fd5ed104fd6e9e2423,US,US,35,0,46
16.149,1c44b8285602691716525a849af64c89b6d1d5dd101e4bc02e0a7e135a7cc53a,VN,VN,200,0,633
43.266,603e9234e324feaa76e69a024940adb170e5e70a840521bc09d735a816fe0c39,KR,VN,510,0,2057
227.648,93c09359c82ca043db2d1107511d2a676e20e5fd1d891d61ea1a45e21eac9e57,CA,GB,930,0,4709
235.834,cab31b788b57f0349e9683408268ecb361c0d6b5bee84e47e8394c8630ccafd7,GB,CA,950,0,4709
217.213,73a8b27de921920c2b746eac7e46004bb715298be558b4d20b575cafe6ad42bd,DE,CA,905,0,4126
7.938,fed143bb17a9c48cbc06f316ef04919bee1185f42fff1446f24ec006551d98b9,TR,GR,130,0,344
8.595,60bec3c83081f97feb0f900b662d83bba3efeae6ae9271a2324b2129dc7c1644,DE,LT,200,0,723
10.046,ca750eb71190d4fd89dd1fc28cc8cbf3887334f38f87d3a97e32fe4e981d5fb7,DK,FR,155,0,624
11.268,d88206d7861faadbec885f73a539eadc2664f4bdd2074bdd0f54b9f7ad142e3b,BE,SE,210,0,800
0.978,86ded135778a1222ba38ccb1214bca2ef7906cd9f1d7492078474c3259b0e122,GR,GR,45,0,90
1.531,0afb80bb0c91601dd2c24d2fb38647cea065e3e413c1a2f5ba64ccdae8f56f7e,GR,GR,100,0,167
14.944,c8dbe804c6b68e74400adb2c374360fd1e9c63cb37a5ac4a9680e42a628c296c,UZ,RU,300,0,1148
4.22,71d490f1a092b6af47f0ac05e16823e7d7070a228d88a2349b3fc60d869cfe7f,RU,RU,100,0,157
17.804,8681a117b3765b1ba7bf4a19871bbcb2153c9d2defa40782434d8f85fcf755db,RU,RU,330,0,784
18.966,1241a9fdf08feec3062f7e805cf51c0912c98ff9f99a13d33571c4fd99f7510c,RU,BY,345,0,950
22.63,59e80b7abe629bbde90acbab088e82f25de9635a003b429a509b009e83736d60,RU,RU,425,0,1783
4.041,84002a29d3256ca4cbb512694c765da33c2ae4580aa85e538fcf10599ad89c24,RU,GE,100,0,200
12.312,330ffdcfd5cba86e3581eac6faeaf74ceaef26e6e7736962a896bb2afe47d0e7,CY,GE,150,0,772
19.969,712663044321943e2cffe9bd09352933733cbe67ac0013d8fd2786f7ab82edf6,GE,RU,300,0,1023
166.67,80dbc41a92fc43481bea2f2f8b222478245f9cc90add19752f012d4502f6256b,US,GB,656,0,3442
13.621,bbe27be3c20ffc2ba62b46c0e9ff551f6b7bb87318368fead6909db017331f6d,US,US,212,0,731
24.912,21411fe0ca1b0b5874e00289a7c1053ae2b245a9c47bc4930c1cc4373bdba929,US,US,341,0,1342
6.542,c56fd0a727cb26f5ba907fa365d75683ade20a186ee2143c7c1c15badeb15ef5,US,US,100,0,130
11.969,d228d5a4d5ce2c16f4dcc71ed2824843cca7e3d93d05d8090b9e6b5966c75664,US,US,204,0,547
14.308,d5a07a7a9d321f7c01c776e20338c297beefa180ef1e4ce805336542fb6a4cc0,US,US,223,0,611
